text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,average_sentiment,technical_keywords,value_keywords,intent,cleaned_text
Create professional presentations for daily or seasonal drillhole planning and project management. Plan new drillholes within an existing project – in 2D and 3D.,p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762794,Seequent,0.095,0.2732,0.18409999999999999,0,0,Other,create professional presentations for daily or seasonal drillhole planning and project management plan new drillholes within an existing project in d and d
"Refresh and update plan and section maps using automated tools, to make informed daily targeting and drilling decisions.",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762798,Seequent,0.0,0.0,0.0,1,2,Value Proposition,refresh and update plan and section maps using automated tools to make informed daily targeting and drilling decisions
Geochemical analysis and QA,h3,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762799,Seequent,0.0,0.0,0.0,0,0,Other,geochemical analysis and qa
"Effectively import, validate, and analyse your surface geochemical data with a toolset designed for exploration geologists. Easily perform essential tasks for due-diligence and reporting.",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762800,Seequent,0.338,0.8271,0.58255,1,1,Balanced,effectively import validate and analyse your surface geochemical data with a toolset designed for exploration geologists easily perform essential tasks for duediligence and reporting
"Conduct geochemical analysis using summary statistics, histograms, scattergrams, tri-plots, principle component analysis, probability analysis and correlation plots.",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762802,Seequent,0.0,0.0,0.0,0,0,Other,conduct geochemical analysis using summary statistics histograms scattergrams triplots principle component analysis probability analysis and correlation plots
Target Stories,h2,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762803,Seequent,0.0,0.0,0.0,0,0,Other,target stories
All stories,p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762804,Seequent,0.0,0.0,0.0,0,0,Other,all stories
Target for ArcGIS Pro enhances integration of mining and exploration data,h3,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762805,Seequent,0.16,0.2263,0.19315,1,1,Balanced,target for arcgis pro enhances integration of mining and exploration data
Create a polygon (*.PLY) from a shapefile (*.SHP),h3,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762807,Seequent,0.296,0.2732,0.28459999999999996,0,0,Other,create a polygon ply from a shapefile shp
Uranium Exploration: A Guide for the Uninitiated,h3,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762808,Seequent,0.275,0.2263,0.25065000000000004,1,1,Balanced,uranium exploration a guide for the uninitiated
Useful Information,h2,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762809,Seequent,0.744,0.4404,0.5922000000000001,0,0,Other,useful information
"We recommend you use Windows 10, with a reasonably fast processor, mid range graphics and 16-32GB of system memory.",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762810,Seequent,0.135,0.3612,0.24810000000000001,0,1,Value Proposition,we recommend you use windows with a reasonably fast processor mid range graphics and gb of system memory
Supported kinds of data and formats that you can use with Target.,p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762812,Seequent,0.173,0.3182,0.24559999999999998,0,0,Other,supported kinds of data and formats that you can use with target
Explore with confidence using Target,h2,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762813,Seequent,0.452,0.5106,0.48130000000000006,0,0,Other,explore with confidence using target
Need help?,h3,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762814,Seequent,0.73,0.4019,0.56595,0,0,Other,need help
"Access online support and learning resources, and get links to the latest versions of Seequent products & tools.",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762815,Seequent,0.144,0.4019,0.27294999999999997,0,0,Other,access online support and learning resources and get links to the latest versions of seequent products tools
"© 2024 Seequent, The Bentley Subsurface Company. All rights reserved",p,https://www.seequent.com/products-solutions/geosoft-target,Target | Geosoft - Seequent,"Make faster, more informed exploration decisions with Target. Automate routine data processing tasks and streamline workflows to spend less time processing data and more time exploring.",['Explore with confidence using Target'],2025-01-10T13:47:06.762816,Seequent,0.0,0.0,0.0,1,1,Balanced,seequent the bentley subsurface company all rights reserved
Central,h1,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088164,Seequent,0.0,0.0,0.0,0,0,Other,central
"Visualise, track, integrate, and manage your geoscience data",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088178,Seequent,0.0,0.0,0.0,0,0,Other,visualise track integrate and manage your geoscience data
Manage your complex geological data with ease,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088181,Seequent,0.294,0.3612,0.3276,0,0,Other,manage your complex geological data with ease
"Work with your geoscience data in a centralised, auditable environment. Collaborate in the cloud and connect every stakeholder — even remote or distributed teams — to shared 3D visualisation and timely, relevant data. It’s the cloud-based heart of a smarter workflow for all your geological data.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088186,Seequent,0.122,0.6597,0.39085,1,1,Balanced,work with your geoscience data in a centralised auditable environment collaborate in the cloud and connect every stakeholder even remote or distributed teams to shared d visualisation and timely relevant data its the cloudbased heart of a smarter workflow for all your geological data
Key Benefits,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088188,Seequent,0.722,0.3818,0.5519,0,0,Other,key benefits
Bring teams and data together,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088190,Seequent,0.0,0.0,0.0,0,0,Other,bring teams and data together
"Visualise and collaborate on models with your team through connected data from Leapfrog, Oasis montaj.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088193,Seequent,0.0,0.0,0.0,0,0,Other,visualise and collaborate on models with your team through connected data from leapfrog oasis montaj
Get notified when mesh files are updated in Central and pull them into your model in moments.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088194,Seequent,0.0,0.0,0.0,0,0,Other,get notified when mesh files are updated in central and pull them into your model in moments
"Share your Central projects and visualisations in the cloud — anyone can view, investigate, and discuss your project in one place.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088198,Seequent,0.104,0.296,0.19999999999999998,1,1,Balanced,share your central projects and visualisations in the cloud anyone can view investigate and discuss your project in one place
"Full version control, access permissions, project history, and trackability to ensure decisions are made using a single source of truth.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088201,Seequent,0.224,0.5994,0.4117,0,0,Other,full version control access permissions project history and trackability to ensure decisions are made using a single source of truth
"Model alternative scenarios with project branching, enabling you to validate hypotheses and improve decision-making.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088203,Seequent,0.31,0.6597,0.48485,0,0,Other,model alternative scenarios with project branching enabling you to validate hypotheses and improve decisionmaking
"Hosted in Microsoft Azure cloud for secure access to files, data, and project updates from anywhere with an internet connection.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088205,Seequent,0.112,0.34,0.226,1,1,Balanced,hosted in microsoft azure cloud for secure access to files data and project updates from anywhere with an internet connection
Product information,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088207,Seequent,0.0,0.0,0.0,0,0,Other,product information
Effortlessly communicate findings and models,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088208,Seequent,0.0,0.0,0.0,0,0,Other,effortlessly communicate findings and models
Share interactive models with any stakeholders who don’t have a product license via a URL link that you can send or embed.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088210,Seequent,0.104,0.296,0.19999999999999998,0,0,Other,share interactive models with any stakeholders who dont have a product license via a url link that you can send or embed
Integrations,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088211,Seequent,0.0,0.0,0.0,0,0,Other,integrations
Data management designed for modelling,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088213,Seequent,0.0,0.0,0.0,0,0,Other,data management designed for modelling
"Data integrity and version control is one of the consistent challenges that teams building geological models face. Central solves this through integrations with industry standard tools – including Leapfrog, GeoStudio, PLAXIS, Oasis montaj, and IMDEXHUB-IQ – for seamless data and project version management as you work.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088214,Seequent,0.128,0.6124,0.37020000000000003,0,0,Other,data integrity and version control is one of the consistent challenges that teams building geological models face central solves this through integrations with industry standard tools including leapfrog geostudio plaxis oasis montaj and imdexhubiq for seamless data and project version management as you work
With secure cloud hosting on Microsoft Azure and individual user subscriptions and Leapfrog Connector licenses you can easily scale Central to suit your working and team requirements.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088216,Seequent,0.161,0.5859,0.37345,1,1,Balanced,with secure cloud hosting on microsoft azure and individual user subscriptions and leapfrog connector licenses you can easily scale central to suit your working and team requirements
Subscriptions,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088217,Seequent,0.0,0.0,0.0,0,0,Other,subscriptions
Subscriptions for collaboration,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088219,Seequent,0.0,0.0,0.0,0,0,Other,subscriptions for collaboration
Cloud hosting,h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088221,Seequent,0.0,0.0,0.0,1,1,Balanced,cloud hosting
One hosting instance required per organisation  * Intergrations require a subscription to run,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088223,Seequent,0.0,0.0,0.0,0,0,Other,one hosting instance required per organisation intergrations require a subscription to run
User subscription,h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088227,Seequent,0.0,0.0,0.0,0,0,Other,user subscription
One subscription per user accessing Central,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088228,Seequent,0.0,0.0,0.0,0,0,Other,one subscription per user accessing central
Leapfrog Connector,h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088230,Seequent,0.0,0.0,0.0,0,0,Other,leapfrog connector
One connector required per user modelling in Leapfrog,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088232,Seequent,0.0,0.0,0.0,0,0,Other,one connector required per user modelling in leapfrog
"For more information about Central pricing and purchase, talk to us",h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088234,Seequent,0.0,0.0,0.0,0,0,Other,for more information about central pricing and purchase talk to us
Central Add-ons,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088236,Seequent,0.0,0.0,0.0,0,0,Other,central addons
All add-ons require an Central subscription to purchase and run,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088237,Seequent,0.0,0.0,0.0,0,0,Other,all addons require an central subscription to purchase and run
Advanced Bundle,h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088239,Seequent,0.667,0.25,0.4585,0,1,Value Proposition,advanced bundle
One hosting instance required per organisation  * Intergrations require a subscription to run,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088240,Seequent,0.0,0.0,0.0,0,0,Other,one hosting instance required per organisation intergrations require a subscription to run
"Includes: Web Portal, Data collector, Data entry, Professional, Excel extension, Civil 3D extension, Civil tools extension, Template studio",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088245,Seequent,0.158,0.4588,0.3084,0,0,Other,includes web portal data collector data entry professional excel extension civil d extension civil tools extension template studio
"For more information about Central pricing and purchase, talk to us",h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088247,Seequent,0.0,0.0,0.0,0,0,Other,for more information about central pricing and purchase talk to us
"“We used to spend, literally, hours trying to find the right versions and track the right versions on the server. Now we always know exactly what the latest version is.”",h3,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088249,Seequent,0.0,0.0,0.0,0,0,Other,we used to spend literally hours trying to find the right versions and track the right versions on the server now we always know exactly what the latest version is
"Wayne Barnett, Principal Structural Geologist at SRK Consulting",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088251,Seequent,0.0,0.0,0.0,0,0,Other,wayne barnett principal structural geologist at srk consulting
Free training and support resources,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088253,Seequent,0.667,0.7184,0.6927000000000001,0,0,Other,free training and support resources
"Accelerate your Central usage with Knowledge Base articles, free training resources and support from our team of geoscience experts.",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088255,Seequent,0.261,0.7184,0.4897,0,0,Other,accelerate your central usage with knowledge base articles free training resources and support from our team of geoscience experts
Get started fast or upskill with our onboarding and advanced free eLearning courses available for Central.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088259,Seequent,0.275,0.6486,0.4618,0,2,Value Proposition,get started fast or upskill with our onboarding and advanced free elearning courses available for central
Search our Knowledge Base for quick reference articles to troubleshoot or resolve any errors fast.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088262,Seequent,0.10600000000000001,0.25,0.178,0,2,Value Proposition,search our knowledge base for quick reference articles to troubleshoot or resolve any errors fast
Explore a full library of 2-5 minute videos that demonstrate everything from basic workflows to more advanced tips and tricks.,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088264,Seequent,0.04000000000000001,0.2006,0.1203,0,1,Value Proposition,explore a full library of minute videos that demonstrate everything from basic workflows to more advanced tips and tricks
Customer stories,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088266,Seequent,0.0,0.0,0.0,0,0,Other,customer stories
Central in action,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088268,Seequent,0.0,0.0,0.0,0,0,Other,central in action
Explore case studies and articles to see how Central is being applied in research and industry,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088270,Seequent,0.0,0.0,0.0,0,0,Other,explore case studies and articles to see how central is being applied in research and industry
Leapfrog Works,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088272,Seequent,0.0,0.0,0.0,0,0,Other,leapfrog works
Modelling the Norwegian subsurface – Learn how Multiconsult gained deeper geological insights with Leapfrog Works and Seequent Central,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088274,Seequent,0.14,0.3818,0.2609,1,1,Balanced,modelling the norwegian subsurface learn how multiconsult gained deeper geological insights with leapfrog works and seequent central
Read article,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088276,Seequent,0.0,0.0,0.0,0,0,Other,read article
Energy,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088277,Seequent,1.0,0.2732,0.6366,0,0,Other,energy
The geothermal innovation powering Google’s data centres,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088279,Seequent,0.302,0.3818,0.3419,0,0,Other,the geothermal innovation powering googles data centres
Read article,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088281,Seequent,0.0,0.0,0.0,0,0,Other,read article
Mining,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088283,Seequent,0.0,0.0,0.0,0,0,Other,mining
Better manage your data with a powerful workflow designed for exploration success,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088284,Seequent,0.617,0.8834,0.7502,1,2,Value Proposition,better manage your data with a powerful workflow designed for exploration success
Read article,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088286,Seequent,0.0,0.0,0.0,0,0,Other,read article
Leapfrog Geo,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088290,Seequent,0.0,0.0,0.0,0,0,Other,leapfrog geo
Building a better understanding of the earth beneath,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088292,Seequent,0.326,0.4404,0.3832,0,0,Other,building a better understanding of the earth beneath
Read article,p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088293,Seequent,0.0,0.0,0.0,0,0,Other,read article
Trusted by the top 40  global mining and large global engineering service companies.,h2,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088295,Seequent,0.329,0.5994,0.46420000000000006,0,0,Other,trusted by the top global mining and large global engineering service companies
"© 2024 Seequent, The Bentley Subsurface Company. All rights reserved",p,https://www.seequent.com/products-solutions/seequent-central,Seequent Central - Seequent,"Cloud-based Seequent Central offers shared 3D visualisation, team collaboration, and tracking of geological data within a single, auditable environment.",[' Central '],2025-01-10T13:47:07.088297,Seequent,0.0,0.0,0.0,1,1,Balanced,seequent the bentley subsurface company all rights reserved
Imago,h1,https://www.seequent.com/products-solutions/imago,Imago - Seequent,"Imago enables validation of data insights and decisions by capturing, managing, and sharing high-quality geoscientific images in the cloud.",[' Imago '],2025-01-10T13:47:07.404217,Seequent,0.0,0.0,0.0,0,0,Other,imago
Capture and manage high-quality core imagery,p,https://www.seequent.com/products-solutions/imago,Imago - Seequent,"Imago enables validation of data insights and decisions by capturing, managing, and sharing high-quality geoscientific images in the cloud.",[' Imago '],2025-01-10T13:47:07.404228,Seequent,0.0,0.0,0.0,0,0,Other,capture and manage highquality core imagery
